title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Grand Theft Auto 2,Ps,Action,Rockstar Games,Dma Design,6.9,3.42,1.13,,2.07,0.22,1999-10-25
Destiny,Xone,Shooter,Activision,Bungie,8.3,3.41,2.17,,0.92,0.32,2014-09-09
Spider-Man 2,Ps2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,2004-06-28
FIFA Soccer 2003,Ps2,Sports,Ea Sports,Ea Canada,,3.4,0.46,0.05,2.28,0.61,2002-11-14
Crash Bash,Ps,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,2000-11-06
Gears of War 4,Xone,Shooter,Microsoft Studios,The Coalition,,3.38,2.17,,0.9,0.32,2016-10-11
The Elder Scrolls V: Skyrim Special Edition,Ps4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016-10-28
Watch Dogs 2,Ps4,Action,Ubisoft,Ubisoft,,3.36,0.98,0.12,1.74,0.52,2016-11-15
WWF War Zone,Ps,Fighting,Acclaim Entertainment,Iguana Entertainment,,3.36,2.47,,0.76,0.13,1998-07-14
Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,2013-10-29
NBA 2K18,Ps4,Sports,2K Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,2017-09-19
James Bond 007: Nightfire,Ps2,Shooter,Electronic Arts,Eurocom Entertainment Software,,3.33,1.45,0.12,1.29,0.46,2002-11-18
Star Wars Episode III: Revenge of the Sith,Ps2,Action,Lucasarts,The Collective,,3.32,1.47,0.03,1.39,0.43,2005-05-04
Max Payne,Ps2,Shooter,Rockstar Games,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,2001-12-06
Madden NFL 16,Ps4,Sports,Ea Sports,Ea Tiburon,8.2,3.3,2.39,,0.31,0.61,2015-08-25
The Lord of the Rings: The Return of the King,Ps2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,2003-11-05
Madden NFL 17,Ps4,Sports,Ea Sports,Ea Tiburon,8.5,3.28,2.3,,0.37,0.6,2016-08-23
Gran Turismo (PSP),Psp,Racing,Sony Computer Entertainment,Polyphony Digital,,3.27,0.51,0.31,1.59,0.86,2009-10-01
Far Cry 3,Ps3,Shooter,Ubisoft,Ubisoft Montreal,,3.27,0.88,0.1,1.79,0.5,2012-12-04
True Crime: Streets of LA,Ps2,Action,Activision,Luxoflux,,3.27,1.89,0.02,1.05,0.31,2003-11-03
FIFA 16,Xone,Sports,Ea Sports,Ea Canada,8.5,3.25,0.92,,2.1,0.24,2015-09-22
L.A. Noire,Ps3,Adventure,Rockstar Games,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,2011-11-15
007: Tomorrow Never Dies,Ps,Shooter,Electronic Arts,Black Ops Entertainment,6.2,3.21,1.72,,1.33,0.16,1999-11-16
WWF SmackDown! 2: Know Your Role,Ps,Fighting,Thq,Yuke'S,8.7,3.2,1.76,0.07,1.21,0.16,2000-11-21
Assassin's Creed IV: Black Flag,Ps4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,2013-11-15
Enter the Matrix,Ps2,Action,Atari,Shiny Entertainment,,3.18,1.78,0.09,1.12,0.19,2003-05-14
Assassin's Creed Odyssey,Ps4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,2018-10-05
Fallout: New Vegas,Ps3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,2010-10-19
FIFA Soccer 08,Ps2,Sports,Ea Sports,Ea Canada,,3.14,0.68,,0.0,2.46,2007-10-09
Club Penguin: Elite Penguin Force,Ds,Adventure,Disney Interactive Studios,1St Playable Productions,7.0,3.14,1.87,,0.97,0.3,2008-11-25
FIFA 18,Xone,Sports,Ea Sports,Ea Vancouver,8.0,3.14,0.98,,1.92,0.23,2017-09-29
Spider-Man,Ps,Action,Activision,Neversoft Entertainment,,3.13,1.7,0.02,1.25,0.16,2000-08-30
The Elder Scrolls IV: Oblivion,Ps3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,2007-03-20
Resident Evil 6,Ps3,Action,Capcom,Capcom,,3.12,0.88,0.88,0.97,0.39,2012-10-02
Need for Speed III: Hot Pursuit,Ps,Racing,Electronic Arts,Ea Canada,,3.12,2.14,,0.86,0.13,1998-03-25
Tom Clancy's Ghost Recon Wildlands,Ps4,Shooter,Ubisoft,Ubisoft Paris,7.0,3.12,1.07,0.22,1.35,0.47,2017-03-07
Titanfall,Xone,Shooter,Electronic Arts,Respawn Entertainment,,3.11,1.88,0.04,0.91,0.28,2014-03-11
NBA 2K13,X360,Sports,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,2012-10-02
Mass Effect 2,X360,Role-Playing,Electronic Arts,Bioware Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,2010-01-26
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.3,3.08,1.8,,0.98,0.29,2008-09-23
Madden NFL 2002,Ps2,Sports,Ea Sports,Ea Sports,,3.08,2.5,0.01,0.16,0.42,2001-08-19
Saints Row 2,X360,Action,Thq,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,2008-10-14
Call of Duty: Ghosts,Xone,Shooter,Activision,Infinity Ward,7.5,3.07,1.92,,0.86,0.28,2013-11-22
The Sims: Vacation,Pc,Simulation,Electronic Arts,Maxis,,3.07,1.72,,1.21,0.14,2002-03-25
Borderlands 2,X360,Shooter,2K Games,Gearbox Software,,3.06,1.89,0.04,0.88,0.26,2013-01-15
LEGO Batman: The Videogame,Ds,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.8,3.06,1.75,,1.02,0.29,2008-09-23
Kung Fu Panda,X360,Platform,Activision,Luxoflux,7.5,3.05,1.91,,0.84,0.29,2008-06-03
Metal Gear Solid V: The Phantom Pain,Ps4,Action,Konami Digital Entertainment,Kojima Productions,,3.04,0.97,0.5,1.15,0.42,2015-09-01
Mass Effect 3,X360,Role-Playing,Electronic Arts,Bioware,9.5,3.04,1.94,0.03,0.84,0.24,2012-03-06
Rayman,Ps,Platform,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,,1.33,0.16,1995-09-01
Tom Clancy's Splinter Cell,Xb,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,,1.04,0.13,2002-11-17
WWE SmackDown! vs. Raw 2006,Ps2,Fighting,Thq,Yuke'S,8.4,3.0,1.57,,1.02,0.41,2005-11-15
The Sims: Livin Large,Pc,Misc,Electronic Arts,Maxis,,2.99,1.67,,1.18,0.13,2000-08-27
World Soccer Winning Eleven 6 International,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,,2.99,0.12,1.16,1.26,0.45,2003-03-11
Far Cry 3,X360,Shooter,Ubisoft,Ubisoft Montreal,,2.98,1.38,0.02,1.33,0.25,2012-12-04
Hitman 2: Silent Assassin,Ps2,Action,Eidos Interactive,Io Interactive,,2.96,1.36,0.04,1.15,0.41,2002-10-01
Battlefield: Bad Company 2,Ps3,Shooter,Electronic Arts,Ea Digital Illusions Ce,8.9,2.96,1.33,0.08,1.11,0.44,2010-03-02
Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009-02-17
WWE SmackDown! vs. RAW 2006,Ps2,Fighting,Thq,Yuke'S,,2.94,1.45,0.04,1.11,0.33,2005-11-14
Pac-Man Collection,Gba,Puzzle,Namco,Mass Media,,2.94,2.07,0.05,0.77,0.05,2001-07-12
Madden NFL 13,X360,Sports,Ea Sports,Ea Tiburon,8.0,2.93,2.53,,0.16,0.24,2012-08-28
Doom (2016),Ps4,Shooter,Bethesda Softworks,Id Software,,2.92,0.93,0.04,1.48,0.46,2016-05-13
FIFA 15,X360,Sports,Ea Sports,Ea Canada,6.9,2.91,0.8,,1.9,0.21,2014-09-23
Mass Effect,X360,Role-Playing,Microsoft Game Studios,Bioware Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,2007-11-20
Mortal Kombat (2011),Ps3,Fighting,Warner Bros. Interactive Entertainment,Netherrealm Studios,8.5,2.9,1.98,,0.54,0.38,2011-04-19
Call of Duty: Finest Hour,Ps2,Shooter,Activision,Spark Unlimited,,2.89,1.51,0.01,1.12,0.24,2004-11-16
Cooking Mama: Cook Off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,2007-03-20
Sega Superstars Tennis,X360,Sports,Sega,Sumo Digital,6.9,2.89,1.75,,0.86,0.28,2008-03-18
Hot Shots Golf 3,Ps2,Sports,Sony Computer Entertainment,Clap Hanz,,2.89,0.99,1.38,0.32,0.2,2002-03-11
Imagine: Babyz,Ds,Simulation,Ubisoft,Visual Impact,3.5,2.87,1.3,,1.26,0.31,2007-10-23
Colin McRae Rally,Ps,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,2000-01-31
Mafia III,Ps4,Action-Adventure,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,2016-10-07
The Elder Scrolls III: Morrowind,Xb,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002-06-06
Assassin's Creed: Brotherhood,Ps3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,2010-11-16
Madden NFL 10,X360,Sports,Ea Sports,Ea Tiburon,8.6,2.83,2.52,,0.09,0.22,2009-08-14
BioShock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,2007-08-21
WWE SmackDown! vs. Raw,Ps2,Fighting,Thq,Yuke'S,,2.83,1.32,0.04,1.08,0.39,2004-11-02
Zumba Fitness 2,Wii,Sports,Majesco,"Pipeworks Software, Inc.",,2.83,1.52,,1.05,0.26,2011-11-15
Diablo III: Ultimate Evil Edition,Ps4,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,,2.82,0.83,0.08,1.48,0.44,2014-08-19
Finding Nemo,Gba,Platform,Thq,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,2003-05-10
Gran Turismo (PSP),Psn,Racing,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,2009-10-01
Medal of Honor,Ps3,Shooter,Electronic Arts,Ea Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,2010-10-12
Imagine: Fashion Designer,Ds,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,,1.19,0.3,2007-10-23
Need for Speed: Hot Pursuit,Ps3,Racing,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,2010-11-16
Killzone 3,Ps3,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,2011-02-22
NBA Street,Ps2,Sports,Ea Sports Big,Nufx,,2.79,2.19,,0.22,0.38,2001-06-18
Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys For Bob,8.0,2.79,1.35,,1.15,0.3,2011-10-16
WWF SmackDown! Just Bring It,Ps2,Fighting,Thq,Yuke'S,,2.79,1.19,0.04,1.15,0.41,2001-11-18
Mortal Kombat Trilogy,Ps,Fighting,Midway Games,Avalanche Software,,2.79,1.98,,0.7,0.11,1996-09-01
Hot Shots Golf,Ps,Sports,Sony Computer Entertainment,Camelot Software Planning,,2.79,0.29,2.13,0.2,0.18,1998-05-05
A Bug's Life,Ps,Platform,Sony Computer Entertainment,Traveller'S Tales,3.6,2.79,1.96,,0.72,0.11,1998-10-31
Star Wars: The Force Unleashed,X360,Action,Lucasarts,Lucasarts,7.1,2.77,1.74,,0.78,0.26,2008-09-16
Saints Row: The Third,X360,Action,Thq,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,2011-11-15
The Sims,Ps2,Simulation,Electronic Arts,Edge Of Reality,,2.77,1.41,,1.12,0.24,2003-01-12
Battlefield 3,Pc,Shooter,Electronic Arts,Dice,8.9,2.76,0.89,,1.44,0.43,2011-10-25
Need for Speed: Most Wanted (2012),Ps3,Racing,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,2012-10-30
Far Cry: Primal,Ps4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2016-02-23
L.A. Noire,X360,Adventure,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,2011-11-15
Overwatch,Xone,Shooter,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,,0.84,0.25,2016-05-24
Need for Speed (2015),Ps4,Racing,Electronic Arts,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,2015-11-03
Tom Clancy's Rainbow Six: Siege,Xone,Shooter,Ubisoft,Ubisoft Montreal,,2.71,1.62,,0.84,0.25,2015-12-01
Skate 3,X360,Sports,Ea Sports,Ea Black Box,8.3,2.71,1.47,,0.99,0.25,2010-05-11
Madden NFL 13,Ps3,Sports,Ea Sports,Ea Tiburon,8.3,2.71,2.12,,0.24,0.36,2012-08-28
Madden NFL 12,X360,Sports,Ea Sports,Ea Tiburon,7.8,2.7,2.43,,0.11,0.16,2011-08-30
Call of Duty 3,X360,Shooter,Activision,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,2006-11-07
LEGO Star Wars II: The Original Trilogy,Ps2,Action,Lucasarts,Traveller'S Tales,8.4,2.69,1.85,0.01,0.64,0.19,2006-09-12
Madden NFL 11,X360,Sports,Ea Sports,Ea Tiburon,8.3,2.69,2.38,,0.12,0.19,2010-08-10
Burnout 3: Takedown,Ps2,Racing,Electronic Arts,Criterion Games,9.3,2.68,1.23,,1.11,0.34,2004-09-07
Mortal Kombat,Gen,Fighting,Arena Entertainment,Probe Entertainment Limited,,2.67,1.95,,0.63,0.09,1993-09-13
Medal of Honor,Ps,Shooter,Electronic Arts,Dreamworks Interactive,9.3,2.67,1.44,,1.09,0.14,1999-11-11
Call of Duty 2: Big Red One,Ps2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,2005-11-01
Final Fantasy XIII-2,Ps3,Role-Playing,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012-01-31
Medal of Honor Heroes,Psp,Shooter,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,2006-10-20
Guitar Hero: World Tour,X360,Misc,Activision,Neversoft Entertainment,8.6,2.66,1.78,,0.64,0.25,2008-10-26
WWE SmackDown! Shut Your Mouth,Ps2,Fighting,Thq,Yuke'S,,2.66,1.32,0.04,1.29,,2002-10-31
Tom Clancy's Splinter Cell,Ps2,Action,Ubisoft,Ubisoft,,2.65,1.15,,1.11,0.4,2003-04-08
Need for Speed: Shift,Ps3,Racing,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,2009-09-15
Hannah Montana,Ds,Action,Buena Vista,Dc Studios,6.5,2.65,1.59,,0.8,0.26,2006-10-10
Medal of Honor,X360,Shooter,Electronic Arts,Ea Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,2010-10-12
NBA 2K12,X360,Sports,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,2011-10-04
Midnight Club: Street Racing,Ps2,Racing,Rockstar Games,Angel Studios,,2.63,2.0,0.02,0.47,0.14,2000-10-25
NBA 2K19,Ps4,Sports,2K Sports,Visual Concepts,,2.63,1.69,0.03,0.44,0.47,2018-09-11
NBA 2K13,Ps3,Sports,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,2012-10-02
FIFA Soccer 10,X360,Sports,Ea Sports,Ea Canada,8.9,2.62,0.6,0.01,1.79,0.23,2009-10-20
ESPN NFL 2K5,Ps2,Sports,Sega,Visual Concepts,,2.62,2.15,,0.12,0.36,2004-07-20
Madden NFL 18,Ps4,Sports,Ea Sports,Ea Tiburon,8.2,2.62,1.73,,0.42,0.47,2017-08-25
LittleBigPlanet,Psp,Platform,Sony Computer Entertainment,Scee Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009-11-17
Harry Potter and the Chamber of Secrets,Ps2,Adventure,Electronic Arts,Eurocom Entertainment Software,,2.61,0.9,0.04,1.22,0.44,2002-11-14
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,2009-10-29
Streets of Rage,Gen,Action,Sega,Sega,,2.6,1.86,0.11,0.55,0.08,1990-12-31
FIFA Soccer 09,Ps3,Sports,Electronic Arts,Ea Canada,8.6,2.59,0.49,0.04,1.63,0.43,2008-10-14
NBA Live 2005,Ps2,Sports,Ea Sports,Ea Canada,,2.59,2.03,,0.21,0.35,2004-09-28
Tom Clancy's The Division,Xone,Shooter,Ubisoft,Massive Entertainment,,2.59,1.54,,0.82,0.24,2016-03-08
LEGO Star Wars: The Complete Saga,X360,Action,Lucasarts,Traveller'S Tales,,2.59,1.53,,0.83,0.24,2007-11-06
WWE SmackDown vs. RAW 2007,Ps2,Fighting,Thq,Yuke'S,8.0,2.58,1.4,0.03,0.88,0.26,2006-11-14
Skylanders Giants,Wii,Misc,Activision,Toys For Bob,,2.58,1.49,,0.86,0.23,2012-10-21
Madden NFL 08,Ps2,Sports,Ea Sports,Ea Tiburon,,2.57,2.14,,0.08,0.35,2007-08-14
NBA 2K14,X360,Sports,2K Sports,Visual Concepts,,2.57,2.11,0.0,0.19,0.27,2013-10-11
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,Bioware Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,2009-11-03
Hot Shots Golf,Ps,Sports,Sony Computer Entertainment,Camelot Software Planning,,2.56,0.26,2.13,0.17,,1998-05-05
FIFA 16,Ps3,Sports,Ea Sports,Ea Canada,9.0,2.55,0.43,0.05,1.68,0.38,2015-09-22
Madden NFL 09,X360,Sports,Ea Sports,Ea Tiburon,8.5,2.54,2.21,,0.12,0.2,2008-08-12
Crazy Taxi,Ps2,Racing,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,2001-05-14
Tomb Raider (2013),Ps3,Action,Square Enix,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,2013-03-05
Midnight Club: Los Angeles,Ps3,Racing,Rockstar Games,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,2008-10-20
PES 2009: Pro Evolution Soccer,Ps2,Sports,Konami,Konami,,2.5,0.13,0.26,0.07,2.05,2008-11-11
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,Raven Software,8.3,2.5,2.29,,0.02,0.19,2006-10-24
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Xb,Action,Rockstar Games,Rockstar North,9.8,2.49,1.84,,0.56,0.09,2003-10-31
Mortal Kombat: Deadly Alliance,Ps2,Fighting,Midway Games,Midway,8.2,2.49,1.81,,0.52,0.15,2002-11-16
Game Party,Wii,Misc,Midway Games,Jgi Entertainment,2.6,2.49,1.47,,0.77,0.24,2007-11-27
NBA 2K15,Ps4,Sports,2K Sports,Visual Concepts,,2.49,1.49,0.01,0.55,0.44,2014-10-07
Saints Row: The Third,Ps3,Action,Thq,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,2011-11-15
Tomb Raider: The Last Revelation,Ps,Action,Eidos Interactive,Core Design Ltd.,,2.48,1.15,0.06,1.14,0.13,1999-11-22
Madden NFL 16,Xone,Sports,Ea Sports,Ea Tiburon,8.4,2.47,2.13,,0.08,0.26,2015-08-25
Rock Band,X360,Misc,Mtv Games,Harmonix Music Systems,9.1,2.47,1.93,,0.33,0.21,2007-11-20
Assassin's Creed Origins,Xone,Action,Ubisoft,Ubisoft Montreal,,2.47,1.34,,0.92,0.22,2017-10-27
Minecraft,Psv,Misc,Sony Computer Entertainment America,4J Studios,,2.47,0.22,1.25,0.73,0.27,2014-11-11
Pure,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.3,2.47,1.38,0.0,0.84,0.25,2008-09-16
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.9,2.45,1.29,,0.94,0.22,2010-06-29
Dying Light,Ps4,Action,Warner Bros. Interactive,Techland,,2.45,1.18,0.13,0.74,0.4,2015-01-27
Madden NFL 17,Xone,Sports,Ea Sports,Ea Tiburon,8.1,2.44,2.14,,0.04,0.26,2016-08-23
Twisted Metal 2,Ps,Racing,Sony Computer Entertainment,Singletrac,8.7,2.44,2.12,,0.25,0.07,1996-10-31
uDraw Studio,Wii,Misc,Thq,"Pipeworks Software, Inc.",,2.44,1.65,,0.58,0.21,2010-11-14
The Sims: Bustin' Out,Ps2,Simulation,Electronic Arts,Maxis,,2.43,1.07,,1.19,0.18,2003-12-15
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,2008-03-18
Sonic Adventure,Dc,Platform,Sega,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,1999-09-09
Need for Speed Carbon: Own the City,Psp,Racing,Electronic Arts,Ea Black Box,7.4,2.42,0.87,,0.97,0.58,2006-10-31
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,343 Industries,8.0,2.41,1.44,0.04,0.71,0.22,2011-11-15
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,2011-11-15
Need for Speed: ProStreet,Ps2,Racing,Electronic Arts,Ea Black Box,,2.41,0.69,0.04,0.0,1.68,2007-11-13
Pro Evolution Soccer 2011,Ps3,Sports,Konami,Konami,6.0,2.41,0.29,0.54,1.18,0.41,2010-10-05
NBA 2K16,Xone,Sports,2K Sports,Visual Concepts,8.3,2.41,2.01,,0.15,0.25,2015-09-29
ATV Offroad Fury,Ps2,Racing,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,2001-02-05
Forza Motorsport 5,Xone,Racing,Microsoft Studios,Turn 10 Studios,,2.4,1.28,0.01,0.9,0.21,2013-11-22
Batman: Arkham Origins,Ps3,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,2.4,1.08,0.04,0.88,0.4,2013-10-25
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,Rockstar San Diego,8.0,2.4,1.72,0.01,0.45,0.22,2008-10-20
Tetris Plus,Ps,Puzzle,Jaleco,Atlus Co.,,2.4,2.1,,0.24,0.07,1996-10-18
Madden NFL 11,Ps3,Sports,Ea Sports,Ea Tiburon,8.4,2.4,2.05,,0.15,0.2,2010-08-10
Theme Hospital,Pc,Strategy,Electronic Arts,Bullfrog Productions,5.5,2.4,2.3,,0.1,,1997-03-31
Zumba Fitness,X360,Sports,Majesco,"Pipeworks Software, Inc.",,2.39,1.74,,0.45,0.2,2010-11-18
Frogger's Adventures: Temple of the Frog,Gba,Adventure,Konami,Konami,6.7,2.39,2.15,,0.18,0.07,2001-10-24
Monopoly,Pc,Misc,Hasbro Interactive,Unknown,,2.39,1.49,,0.81,0.1,1995-01-01
Mortal Kombat II (US & Others sales),Gen,Fighting,Acclaim Entertainment,Probe Entertainment Limited,,2.39,1.78,,0.53,0.08,1994-01-01
Dead Island,X360,Action,Deep Silver,Techland,7.0,2.38,1.48,,0.7,0.21,2011-09-06
WCW/nWo Revenge,N64,Fighting,Thq,Aki Corp.,,2.38,1.94,0.03,0.39,0.02,1998-10-26
The Incredibles,Ps2,Action,Thq,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,2004-10-31
Madden NFL 10,Ps3,Sports,Ea Sports,Ea Tiburon,8.5,2.37,2.03,,0.13,0.21,2009-08-14
Madden NFL 08,X360,Sports,Ea Sports,Ea Tiburon,8.7,2.37,2.18,,0.01,0.18,2007-08-14
Tony Hawk's Underground 2,Ps2,Sports,Activision,Neversoft Entertainment,,2.37,1.25,0.01,0.86,0.26,2004-10-04
Sonic's Ultimate Genesis Collection,Ps3,Misc,Sega,Backbone Entertainment,8.1,2.36,1.39,,0.64,0.33,2009-02-10
Destiny 2,Xone,Shooter,Activision,Bungie,,2.35,1.66,,0.47,0.23,2017-09-06
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,Lucasarts,Traveller'S Tales,7.8,2.35,1.51,,0.62,0.22,2008-06-03
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,,2.34,1.26,,0.87,0.21,2013-10-22
WWE SmackDown vs Raw 2008,Ps2,Fighting,Thq,Yuke'S Media Creations,,2.34,0.92,0.01,0.0,1.41,2007-11-13
Dragon Age: Inquisition,Ps4,Role-Playing,Electronic Arts,Bioware Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,2014-11-18
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,Rare Ltd.,6.6,2.33,1.38,0.02,0.72,0.21,2011-10-25
Madden NFL 25,X360,Sports,Ea Sports,Ea Tiburon,7.8,2.33,2.02,,0.07,0.25,2013-08-27
Grand Theft Auto,Ps,Action,Take-Two Interactive,Dma Design,6.0,2.32,0.79,0.04,1.35,0.14,1998-06-30
My Fitness Coach,Wii,Sports,Ubisoft,Ubisoft,7.1,2.32,1.18,,0.9,0.24,2008-12-02
Assassin's Creed IV: Black Flag,Xone,Action,Ubisoft,Ubisoft Montreal,8.3,2.32,1.51,,0.59,0.22,2013-11-22
Cool Boarders 3,Ps,Sports,989 Studios,Idol Minds Digital Entertainment,,2.31,1.65,0.1,0.46,0.1,1998-10-28
Need for Speed: High Stakes,Ps,Racing,Electronic Arts,Ea Canada,,2.31,1.58,,0.64,0.09,1999-03-01
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8.0,2.31,1.28,0.0,0.82,0.2,2010-10-26
LEGO Star Wars: The Complete Saga,Ps3,Action,Lucasarts,Traveller'S Tales,8.0,2.31,1.02,,0.93,0.36,2007-11-06
James Bond 007: Everything or Nothing,Ps2,Shooter,Electronic Arts,Ea Redwood Shores,,2.31,0.85,0.09,1.06,0.32,2004-02-17
Dead Island,Ps3,Action,Deep Silver,Techland,6.7,2.29,1.08,0.15,0.74,0.32,2011-09-06
Tomb Raider II,Pc,Adventure,Eidos Interactive,Core Design Ltd.,8.2,2.29,0.91,,1.25,0.13,1997-10-31
LEGO Harry Potter: Years 1-4,Ds,Adventure,Warner Bros. Interactive,Traveller'S Tales,8.0,2.29,1.07,,1.0,0.22,2010-06-29
Pro Evolution Soccer 2010,Ps3,Sports,Konami,Konami,7.0,2.28,0.3,0.46,1.27,0.26,2009-11-03
Need for Speed Underground 2,Xb,Racing,Electronic Arts,Ea Black Box,8.0,2.28,1.38,,0.8,0.1,2004-11-15
FIFA Soccer 09,Ps2,Sports,Electronic Arts,Ea Canada,,2.28,0.38,0.01,0.07,1.82,2008-10-14
Madden NFL 12,Ps3,Sports,Ea Sports,Ea Tiburon,7.8,2.27,1.93,,0.15,0.18,2011-08-30
Star Wars Battlefront II (US sales),Ps2,Shooter,Lucasarts,Pandemic Studios,,2.27,2.18,,0.07,0.02,2005-11-01
Borderlands 2,Ps3,Shooter,2K Games,Gearbox Software,,2.27,1.06,0.1,0.75,0.36,2012-09-18
